panel,parent,step,board_x,board_y,world_x,world_y,world_z,terminal
center,40000,0,0.0,-0.6499999761581421,0.0,-0.6244809868398493,-0.18472538017585266,False
center,40000,1,1.5891150895175343e-10,-0.6407067179679871,1.5891151317474915e-10,-0.6151518483954472,-0.18318536668274055,False
center,40000,2,-0.000110130880784709,-0.6256430149078369,-0.00011013088358876208,-0.600351372929152,-0.17980604004789422,False
center,40000,3,-0.0005747218383476138,-0.609207808971405,-0.000574721857585648,-0.5845371907238595,-0.17520168594671554,False
center,40000,4,-0.0016430343966931105,-0.5922231078147888,-0.0016430343990742958,-0.5683766968186567,-0.16994231348871497,False
center,40000,5,-0.0035450849682092667,-0.5748478770256042,-0.0035450850303946685,-0.551929539080824,-0.16432877753178235,False
center,40000,6,-0.006478491704910994,-0.5571585297584534,-0.006478491699385623,-0.535222000788309,-0.15851214170767766,False
center,40000,7,-0.010598220862448215,-0.5392329692840576,-0.010598220852802112,-0.5183069350751625,-0.15257511864647974,False
center,40000,8,-0.016013938933610916,-0.5211492776870728,-0.016013938207805143,-0.5012488122821676,-0.14656876522058465,False
center,40000,9,-0.022792542353272438,-0.5029754638671875,-0.02279254212602785,-0.48410785983876387,-0.1405265094533291,False
center,40000,10,-0.03096291609108448,-0.4847632050514221,-0.030962915679388983,-0.4669314045645001,-0.1344692977219202,False
center,40000,11,-0.04052126035094261,-0.4665450155735016,-0.04052126001324432,-0.4497501982210751,-0.12840789846372094,False
center,40000,12,-0.05143619328737259,-0.4483341872692108,-0.05143619216594746,-0.4325775443249416,-0.12234446370419924,False
center,40000,13,-0.06365323811769485,-0.43012556433677673,-0.06365323860548813,-0.41540981826478524,-0.11627390357911697,False
center,40000,14,-0.07709851115942001,-0.4118971526622772,-0.07709851209747703,-0.39822770242537575,-0.11018513005950194,False
center,40000,15,-0.09168154001235962,-0.39361196756362915,-0.0916815377367833,-0.3809975861381196,-0.10406212504344364,False
center,40000,16,-0.10729715973138809,-0.37521952390670776,-0.10729716143900594,-0.3636731248068155,-0.09788482757907474,False
center,40000,17,-0.12382663041353226,-0.35665783286094666,-0.12382662880145118,-0.34619677157301537,-0.09162988707913161,False
center,40000,18,-0.14113788306713104,-0.33785492181777954,-0.14113788925953696,-0.3285014729960051,-0.08527135816982523,False
center,40000,19,-0.15908527374267578,-0.3187312185764313,-0.1590852811556186,-0.31051258752717736,-0.07878143966066538,False
center,40000,20,-0.17750875651836395,-0.29920199513435364,-0.17750875421515583,-0.29215042458977125,-0.07213137518462008,False
center,40000,21,-0.19623292982578278,-0.2791808843612671,-0.19623293401259462,-0.27333352190394744,-0.06529262377030311,False
center,40000,22,-0.21506640315055847,-0.25858446955680847,-0.2150664018666559,-0.25398282278859147,-0.05823835702543114,False
center,40000,23,-0.23380164802074432,-0.23733766376972198,-0.23380165302589195,-0.23402688267282734,-0.05094531028039376,False
center,40000,24,-0.25221627950668335,-0.21538016200065613,-0.25221627191663254,-0.21340795579152935,-0.043395934807683195,False
center,40000,25,-0.27007582783699036,-0.19267331063747406,-0.2700758170042652,-0.19208835731450108,-0.03558066735399361,False
center,40000,26,-0.28713876008987427,-0.16920648515224457,-0.2871387483824071,-0.17005658075534683,-0.027500052112613825,False
center,40000,27,-0.3031633794307709,-0.1450020968914032,-0.3031633877232222,-0.14733203025514144,-0.019166352182130756,False
center,40000,28,-0.3179164528846741,-0.12011811882257462,-0.31791646038099786,-0.12396739944300336,-0.0106042555017089,False
center,40000,29,-0.3311823010444641,-0.094647116959095,-0.33118230631283574,-0.100047882191433,-0.0018503687211628647,False
center,40000,30,-0.3427715301513672,-0.06871159374713898,-0.34277151670522266,-0.0756868432916002,0.007048636844033488,False
center,40000,31,-0.3525277376174927,-0.04245582967996597,-0.35252773874748444,-0.05101830637063694,0.016039104434131885,False
center,40000,32,-0.3603317439556122,-0.016035523265600204,-0.36033173960941933,-0.026187306214634467,0.025064300355907163,False
center,40000,33,-0.3661024272441864,0.010393335483968258,-0.366102431448426,-0.0013395871799188703,0.034068566905637025,False
center,40000,34,-0.36979514360427856,0.036684710532426834,-0.36979514812323877,0.02338793056614201,0.043001107112399094,False
center,40000,35,-0.371398001909256,0.06271060556173325,-0.3713979905714987,0.04787468921168664,0.05181890613655446,False
center,40000,36,-0.3709271252155304,0.08836639672517776,-0.37092713470852956,0.07202153331806362,0.06048852347969545,False
center,40000,37,-0.3684219419956207,0.11357344686985016,-0.3684219287728199,0.09575320911623489,0.06898675829352913,False
center,40000,38,-0.36394035816192627,0.1382792741060257,-0.36394035982950634,0.11901869819875893,0.07730037752030663,False
center,40000,39,-0.3575551509857178,0.162456214427948,-0.3575551514211396,0.14179005115571772,0.08542521306329644,False
center,40000,40,-0.34935060143470764,0.18609899282455444,-0.34935059141347646,0.1640603424583172,0.093364949516659,False
center,40000,41,-0.3394200801849365,0.20922212302684784,-0.339420077869266,0.18584127320073204,0.10112986137559296,False
center,40000,42,-0.32786428928375244,0.23185734450817108,-0.3278642836341105,0.20716087712793543,0.10873568147922874,False
center,40000,43,-0.31478989124298096,0.25405141711235046,-0.3147898815598079,0.2280615629915014,0.11620270000201852,False
center,40000,44,-0.30030879378318787,0.2758646309375763,-0.30030878383614096,0.2485986150300072,0.12355511851478923,False
center,40000,45,-0.2845378816127777,0.29736948013305664,-0.2845378829387518,0.26883917205628444,0.13082063864354057,False
center,40000,46,-0.26759934425354004,0.31865018606185913,-0.2675993314835965,0.28886156534745455,0.13803022541713056,False
center,40000,47,-0.2496214061975479,0.339802086353302,-0.2496214025192036,0.3087548289451235,0.14521795543379903,False
center,40000,48,-0.23073993623256683,0.3609311282634735,-0.23073993499212705,0.3286182146047169,0.15242085447477072,False
center,40000,49,-0.21110039949417114,0.38215285539627075,-0.2111003973146267,0.34856031324472175,0.15967860005215181,False
center,40000,50,-0.19086049497127533,0.4035908281803131,-0.19086049287980966,0.3686973728493102,0.16703293865440846,False
center,40000,51,-0.17019304633140564,0.4253735840320587,-0.17019304620680117,0.3891505865146777,0.17452669279672403,False
center,40000,52,-0.1492888182401657,0.4476301968097687,-0.14928882384312794,0.410041907234963,0.18220224095179977,False
center,40000,53,-0.12835872173309326,0.47048404812812805,-0.12835871791287476,0.43148816012154,0.19009938585768554,False
center,40000,54,-0.1076345443725586,0.49404487013816833,-0.10763454068435309,0.453593515571785,0.19825262958145537,False
center,40000,55,-0.08736763149499893,0.5183993577957153,-0.08736763045136736,0.4764407852088682,0.2066880188714508,False
center,40000,56,-0.0678245797753334,0.5436015725135803,-0.06782457745709805,0.5000822964444178,0.2154198693582055,False
center,40000,57,-0.04927971959114075,0.5696641802787781,-0.049279720261896864,0.5245316311060607,0.22444783801619306,False
center,40000,58,-0.0320047065615654,0.5965523719787598,-0.03200470543906084,0.5497579354577447,0.23375494011532622,False
center,40000,59,-0.01625613123178482,0.6241821050643921,-0.016256131383391416,0.5756841713785215,0.24330707229457363,False
center,40000,60,-0.00203525903634727,0.6502981781959534,-0.002035259133673864,0.5998811924220498,0.2531846608588704,False
center,40000,61,0.010030201636254787,0.6747629642486572,0.010030201620354843,0.6223455428968407,0.26299457423615513,False
center,40000,62,0.019071603193879128,0.6980292797088623,0.019071603875771434,0.6437459525497666,0.27222364067943067,False
center,40000,63,0.025776123628020287,0.7188930511474609,0.025776124438958006,0.6629406191348107,0.2804882191923432,False
center,40000,64,0.03082355484366417,0.7365984320640564,0.030823554102153268,0.6792648502919347,0.28740495485375245,False
center,40000,65,0.03414595127105713,0.751180112361908,0.03414594965743465,0.6928186222413273,0.2928001186585388,False
center,40000,66,0.035397399216890335,0.7631838321685791,0.03539740025351073,0.7041068003973651,0.29688276051204954,False
center,40000,67,0.03442854434251785,0.7734379172325134,0.034428545259718085,0.7138480464945204,0.30009983177358573,False
center,40000,68,0.031482994556427,0.7828150987625122,0.03148299593854262,0.7227924524776888,0.302942365083204,False
center,40000,69,0.027168264612555504,0.7919550538063049,0.027168264777898896,0.7314818197456953,0.3057918252926057,False
center,40000,70,0.02225727029144764,0.8010517358779907,0.022257270590704984,0.7400587828853388,0.30882386007313123,False
center,40000,71,0.017418859526515007,0.809844434261322,0.017418858597563203,0.7482623034533781,0.31199292413841095,False
center,40000,72,0.013052653521299362,0.8179026246070862,0.013052653452250288,0.7557036351657932,0.31510857623247873,False
center,40000,73,0.009362155571579933,0.8250395655632019,0.009362155989160178,0.7622553748525981,0.3179748386310285,False
center,40000,74,0.006488869432359934,0.8313740491867065,0.006488869490652955,0.768077426091372,0.3204997237746639,False
center,40000,75,0.004509985912591219,0.8371191024780273,0.004509985889158515,0.7733890845342674,0.32270354384259176,True
right,50000,0,3.1914807653209885e-18,-0.6499999761581421,-0.047810446503314306,-0.6244809868398493,-0.17843101548292278,False
right,50000,1,0.0011755480663850904,-0.6432011127471924,-0.04633321429618981,-0.6177263613929665,-0.17745987879874725,False
right,50000,2,0.0029002903029322624,-0.6308678388595581,-0.04392989691700717,-0.6056384600487806,-0.17515446859561318,False
right,50000,3,0.004367747809737921,-0.6157351136207581,-0.041417116118028306,-0.5910748685945149,-0.17144646373115238,False
right,50000,4,0.005282759666442871,-0.5989740490913391,-0.03919825933387263,-0.5751155622671077,-0.1667009117829477,False
right,50000,5,0.005441880784928799,-0.5811211466789246,-0.037559917713454606,-0.5582046908498332,-0.16120133486649818,False
right,50000,6,0.004673495888710022,-0.5624929666519165,-0.036724775121852564,-0.5405991938858615,-0.15511572845819108,False
right,50000,7,0.0028435317799448967,-0.5433228611946106,-0.03685792092744046,-0.522497291923959,-0.1485421963936017,False
right,50000,8,-0.00013925592065788805,-0.5238027572631836,-0.03807105733644941,-0.504070127708761,-0.1415450767441054,False
right,50000,9,-0.00432556914165616,-0.5040944218635559,-0.04042984403268382,-0.48546632059047046,-0.13417351657730284,False
right,50000,10,-0.009731529280543327,-0.4843316972255707,-0.04396214936029378,-0.46681112556092075,-0.1264692343550697,False
right,50000,11,-0.016345253214240074,-0.46462199091911316,-0.048665600352031706,-0.4482059259998653,-0.11846928776685799,False
right,50000,12,-0.02413265034556389,-0.44504743814468384,-0.05451382579441938,-0.4297289942468532,-0.11020696850075426,False
right,50000,13,-0.033042050898075104,-0.425667405128479,-0.0614613451858353,-0.4114372170737376,-0.10171217509555955,False
right,50000,14,-0.043007683008909225,-0.406520813703537,-0.06944725077461085,-0.39336835030106215,-0.093011743135941,False
right,50000,15,-0.05395219475030899,-0.3876289129257202,-0.07839794497922874,-0.3755434193232231,-0.08412984094787525,False
right,50000,16,-0.06578851491212845,-0.3689976930618286,-0.08822916346852394,-0.35796903124815455,-0.07508841292132916,False
right,50000,17,-0.0784211978316307,-0.3506201505661011,-0.09884749139971302,-0.34063945470431917,-0.06590762473192069,False
right,50000,18,-0.09174741059541702,-0.33247822523117065,-0.11015151106574592,-0.32353841451526966,-0.05660627602742935,False
right,50000,19,-0.105657659471035,-0.3145444095134735,-0.1220326423191462,-0.3066406184854138,-0.04720217439941652,False
right,50000,20,-0.12003634124994278,-0.2967831492424011,-0.13437578975234654,-0.28991298893031214,-0.03771245977023971,False
right,50000,21,-0.13476204872131348,-0.2791517972946167,-0.14705976112214486,-0.27331572114551655,-0.02815390579916381,False
right,50000,22,-0.14970774948596954,-0.2616017758846283,-0.15995750784051563,-0.2568031997906055,-0.01854322260948351,False
right,50000,23,-0.16474072635173798,-0.24407944083213806,-0.1729361946371349,-0.24032487463888483,-0.008897387604496938,False
right,50000,24,-0.17972241342067719,-0.2265271246433258,-0.18585710119081905,-0.22382622981776182,0.0007659543361479722,False
right,50000,25,-0.19450809061527252,-0.2088843435049057,-0.19857542045671153,-0.20724994539734917,0.010427995750585055,False
right,50000,26,-0.20894645154476166,-0.19108939170837402,-0.2109400415554307,-0.19053735097458072,0.020068167051018257,False
right,50000,27,-0.22287942469120026,-0.17308121919631958,-0.22279345777084505,-0.1736302330195317,0.029663448674790014,False
right,50000,28,-0.23614205420017242,-0.15480183064937592,-0.23397195171200463,-0.15647306292597443,0.03918763096009417,False
right,50000,29,-0.24856306612491608,-0.13619893789291382,-0.24430625876513706,-0.13901558904218989,0.04861059838751083,False
right,50000,30,-0.2599659860134125,-0.11722896993160248,-0.2536229424631535,-0.12121558725269636,0.05789776935302127,False
right,50000,31,-0.27017122507095337,-0.09785977005958557,-0.2617466092195646,-0.10304155418614822,0.06700983291877959,False
right,50000,32,-0.2789991497993469,-0.07807296514511108,-0.2685030341901255,-0.08447493856934582,0.07590293801163496,False
right,50000,33,-0.2862740755081177,-0.05786531791090965,-0.2737231152581324,-0.06551148024813332,0.08452946920025935,False
right,50000,34,-0.29182904958724976,-0.037248700857162476,-0.2772473879288654,-0.04616127463842522,0.09283947139924088,False
right,50000,35,-0.295510858297348,-0.01624845713376999,-0.2789306963685872,-0.026447293563243577,0.10078269270291014,False
right,50000,36,-0.29718488454818726,0.005099990405142307,-0.278646554352609,-0.006402271930687687,0.10831111951616738,False
right,50000,37,-0.2967393398284912,0.02675599232316017,-0.27629072838742347,0.013935819245098086,0.11538178190314409,False
right,50000,38,-0.2940883934497833,0.048679571598768234,-0.2717837332581275,0.03452929448349047,0.12195956654333778,False
right,50000,39,-0.28917399048805237,0.07083776593208313,-0.2650721422862468,0.05534672387378364,0.12801979394399504,False
right,50000,40,-0.28196683526039124,0.09321080148220062,-0.256128842070424,0.07636874851780419,0.13355038081510273,False
right,50000,41,-0.2724663019180298,0.11579755693674088,-0.244952562077586,0.09759329813778064,0.13855350966241867,False
right,50000,42,-0.2606998682022095,0.1386200338602066,-0.23156710001528158,0.11903982196850078,0.1430468111963673,False
right,50000,43,-0.2467229813337326,0.16172653436660767,-0.21602071585683483,0.14075237424600995,0.14706413779661828,False
right,50000,44,-0.2306189239025116,0.18519356846809387,-0.19838611350927546,0.1628014566536443,0.15065602840864012,False
right,50000,45,-0.21249985694885254,0.20912638306617737,-0.17876135405729549,0.18528458337418519,0.15388995095702762,False
right,50000,46,-0.19250887632369995,0.23365801572799683,-0.15727192835578618,0.2083254634610685,0.15685035240048648,False
right,50000,47,-0.1708231121301651,0.2589467465877533,-0.1340740923680054,0.232071644108651,0.15963847008968435,False
right,50000,48,-0.14765794575214386,0.28517141938209534,-0.10935937584811467,0.2566902477956173,0.16237174724885003,False
right,50000,49,-0.1232718974351883,0.3125244379043579,-0.08335992626007563,0.2823613201897725,0.16518256764151115,False
right,50000,50,-0.09791740775108337,0.3410988450050354,-0.05630480184728236,0.30916311088195686,0.16819141800525123,False
right,50000,51,-0.07172101736068726,0.3707185983657837,-0.0283123488870237,0.3369027565692588,0.1714456054709941,False
right,50000,52,-0.0448295921087265,0.40126413106918335,0.00047022369086753557,0.36546057341828303,0.17496313854470233,False
right,50000,53,-0.017545536160469055,0.43280965089797974,0.029746250979490824,0.394921981517778,0.17880526322835305,False
right,50000,54,0.009653029963374138,0.4655371308326721,0.05905206291125273,0.42548319618673197,0.18308885708891334,False
right,50000,55,0.03616749495267868,0.4996008574962616,0.08780673237192929,0.4573122069900984,0.18795871157368707,False
right,50000,56,0.06137317791581154,0.5350221991539001,0.11539834629324848,0.49044371947678916,0.1935447400196725,False
right,50000,57,0.0847175195813179,0.5716440081596375,0.14127553564651604,0.5247353621555139,0.19992411588596082,False
right,50000,58,0.1057949811220169,0.6091418266296387,0.16501926680630644,0.5598802489899106,0.20709986670517067,False
right,50000,59,0.12438289076089859,0.6470730304718018,0.18637946773004793,0.5954564906907639,0.2149990473660664,False
right,50000,60,0.1404343694448471,0.6849417090415955,0.20527163884943592,0.6309915957726979,0.2234874256380694,False
right,50000,61,0.14820967614650726,0.724492609500885,0.21615916660303247,0.6683315349969549,0.2340787533962127,False
right,50000,62,0.14569197595119476,0.7638354897499084,0.21706006706325714,0.7055125538863023,0.24716862067081202,False
right,50000,63,0.13432279229164124,0.7999632358551025,0.2091672183295184,0.7396149506790612,0.2616392527173189,False
right,50000,64,0.11613626033067703,0.8306875228881836,0.19426540813359752,0.7685633282537135,0.27629232799432835,False
right,50000,65,0.0959574431180954,0.8557879328727722,0.1770905623037327,0.7920171584594848,0.2901598989365746,False
right,50000,66,0.07896848022937775,0.87690269947052,0.16283129047864334,0.8114623780681439,0.30258387871041625,False
right,50000,67,0.0670929104089737,0.8947689533233643,0.1532739628835167,0.827784216574109,0.3127991072170351,False
right,50000,68,0.05858685448765755,0.9084586501121521,0.14644548165081947,0.8404009582958009,0.32017975467702015,False
right,50000,69,0.05094796046614647,0.91727215051651,0.13981998646985194,0.8487210235046185,0.32496748519623614,False
right,50000,70,0.04333547130227089,0.9216938614845276,0.13276163189740406,0.8530119846375214,0.32803775172887983,False
right,50000,71,0.0355202779173851,0.9226189851760864,0.1252331909250321,0.8539677062941486,0.3301368207495097,False
right,50000,72,0.0268104188144207,0.9210599660873413,0.11666892493941333,0.8525212618463787,0.3318268483591993,False
right,50000,73,0.016734115779399872,0.9182514548301697,0.1067107809766947,0.8498491577235461,0.3335943985919234,False
right,50000,74,0.00537096755579114,0.9154686331748962,0.09553718622187636,0.8471657131874668,0.3357978083178102,False
right,50000,75,-0.006620455998927355,0.9136949777603149,0.08386005643874074,0.8454108431898605,0.3385494693601554,False
right,50000,76,-0.01825408637523651,0.9133412837982178,0.07265628062009999,0.8449873623163068,0.34168530117129436,False
right,50000,77,-0.028608253225684166,0.9142521023750305,0.06279026216914754,0.8457663147689534,0.3448702484337093,False
right,50000,78,-0.03715774789452553,0.9160296320915222,0.054722025620400815,0.8473908204109892,0.3477918937670621,False
right,50000,79,-0.043873876333236694,0.9183711409568787,0.04844904191237035,0.8495812528550952,0.3503299327450233,False
right,50000,80,-0.04909465089440346,0.9210704565048218,0.04363966915273979,0.8521254047119654,0.3525526248828449,True
