K,budget_violation_rate,calibration_max_steps,calibration_scene_ids,calibration_seeds,experiment,failure_count,model,planning_mean_sec,planning_p50_sec,planning_p90_sec,proposal_p50_sec,proposal_p90_sec,reused,run_dir,scoring_p50_sec,scoring_p90_sec,step_count,wall_p50_sec,wall_p90_sec
1,nan,5,"0,1",0,id_n_sweep,0,cem_aif,0.0061134463991038505,0.00607260299148038,0.006162458460312336,0.003051417996175587,0.0031651205033995213,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K1,0.002922118059359491,0.0029404183151200414,10,0.0065293965162709355,0.006611661601345986
2,nan,5,"0,1",0,id_n_sweep,0,cem_aif,0.01174134820466861,0.011741346039343625,0.011772231687791646,0.005876537528820336,0.005906728212721646,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K2,0.005769528972450644,0.005790639854967594,10,0.012213344569317997,0.012241771223489196
4,nan,5,"0,1",0,id_n_sweep,0,cem_aif,0.023285911488346755,0.023245509015396237,0.023485442937817423,0.011625847953837365,0.011769031814765185,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K4,0.011509262432809919,0.01161221134243533,10,0.023738812480587512,0.023969854798633606
8,nan,5,"0,1",0,id_n_sweep,0,cem_aif,0.04630832147086039,0.04633946646936238,0.04655846714740619,0.023156521026976407,0.023326637817081063,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K8,0.023089163412805647,0.02315038340166211,10,0.04686755599686876,0.04708974335808307
16,nan,5,"0,1",0,id_n_sweep,0,cem_aif,0.09237014201935381,0.0923747579799965,0.09292227256810293,0.046162907499819994,0.04645168151473626,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K16,0.04604406747967005,0.04632150594843552,10,0.09299410949461162,0.09351620118832216
32,nan,5,"0,1",0,id_n_sweep,0,cem_aif,0.18689294912619517,0.1841553460690193,0.18789875984657556,0.09199865645496175,0.09243202744983137,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K32,0.09191479248693213,0.09522863529855385,10,0.184932290983852,0.18864914040314032
64,nan,5,"0,1",0,id_n_sweep,0,cem_aif,0.3656821607029997,0.365625488513615,0.36739575623068954,0.18296392302727327,0.18369208581279964,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K64,0.18249250599183142,0.18337955292081462,10,0.3665171494940296,0.3683034821064211
128,nan,5,"0,1",0,id_n_sweep,0,cem_aif,0.7340376175940037,0.730942459020298,0.7375657779164613,0.36540520697599277,0.3700681672315113,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K128,0.3650286549818702,0.3669556272798218,10,0.7326927150133997,0.7389608882833272
256,nan,5,"0,1",0,id_n_sweep,0,cem_aif,1.4666356630856172,1.462161194998771,1.498050351254642,0.7308565130806528,0.7349298852961511,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cem_aif/K256,0.7302099609514698,0.7352668695966713,10,1.4656634755665436,1.5017085887258872
1,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.003439503605477512,0.003375034488271922,0.003537879942450672,0.00031028653029352427,0.00045329963322728853,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K1,0.002987611514981836,0.0030117961927317084,10,0.003827600972726941,0.003986912919208407
2,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.006348624906968326,0.0063471070025116205,0.006373199343215674,0.0003194184391759336,0.00035221176221966743,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K2,0.005947511526755989,0.005977888673078268,10,0.006902577995788306,0.006954291823785752
4,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.012253190705087036,0.012247097969520837,0.012334889324847609,0.0003361459821462631,0.00038490255828946827,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K4,0.0118375284364447,0.011916521703824401,10,0.01281164144165814,0.012896243343129755
8,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.024000390188302845,0.023956449003890157,0.024121578410267828,0.00035317300353199244,0.0003924510674551129,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K8,0.023514243017416447,0.02369760295841843,10,0.02454914548434317,0.024721789988689125
16,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.04748881320701912,0.047463248018175364,0.04781199139542878,0.0003798540565185249,0.00042365842964500186,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K16,0.04698290448868647,0.047357393230777235,10,0.04812138294801116,0.048471113108098506
32,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.09442975980928167,0.09432889497838914,0.09506717872573063,0.00043650547740980983,0.0004961877246387302,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K32,0.0937811434851028,0.09455246275756508,10,0.09510366100585088,0.09584183896658943
64,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.1882184581249021,0.1883710024994798,0.18901525184046478,0.000549168442375958,0.0006092953961342573,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K64,0.18773572996724397,0.18838550812797622,10,0.18934229004662484,0.189996463956777
128,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.37922481329878793,0.3763458359753713,0.3812508885399439,0.0007831114926375449,0.0008922694483771919,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K128,0.3754497360205278,0.38038472100161014,10,0.37788492249092087,0.38273729283828284
256,nan,5,"0,1",0,id_n_sweep,0,bc_mdn_aif,0.7546204646117985,0.7516405490459874,0.7581201721448451,0.0012710195151157677,0.0014392656739801168,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/bc_mdn_aif/K256,0.7501860775519162,0.7567392221884802,10,0.7541143290000036,0.7607848736806773
1,nan,5,"0,1",0,id_n_sweep,0,cvae_aif,0.00321387592703104,0.0032036605407483876,0.0032372126588597894,0.00014635699335485697,0.00017138045514002436,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cvae_aif/K1,0.002975273528136313,0.002995201840531081,10,0.0036424255231395364,0.0036847369745373728
2,nan,5,"0,1",0,id_n_sweep,0,cvae_aif,0.006173024699091911,0.006173769012093544,0.006254661071579903,0.0001528290449641645,0.00018169302493333813,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cvae_aif/K2,0.0059404774801805615,0.005976269720122218,10,0.006656467041466385,0.006727552588563412
4,nan,5,"0,1",0,id_n_sweep,0,cvae_aif,0.01204277778742835,0.012045221461448818,0.012111233593896032,0.00015899050049483776,0.00019898969912901518,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cvae_aif/K4,0.011791515978984535,0.01187852055300027,10,0.012544851982966065,0.012616902519948781
8,nan,5,"0,1",0,id_n_sweep,0,cvae_aif,0.023750346223823725,0.02372107852715999,0.02386820428073406,0.00016537803458049893,0.0001836191746406257,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cvae_aif/K8,0.023468321072869003,0.023627612355630843,10,0.024254212563391775,0.02440136205404997
16,nan,5,"0,1",0,id_n_sweep,0,cvae_aif,0.04723756111925468,0.04721096548018977,0.04753180503612384,0.00017913401825353503,0.00020031809108331797,False,outputs/equal_wall_clock_cpu/calibration_runs/id_n_sweep/cvae_aif/K16,0.04693954699905589,0.0472741344361566,10,0.04780919698532671,0.048128796869423236
