K,collision_rate,episodes,fall_out_rate,mean_best_of_K_G_total,mean_both_side_routes_covered,mean_center_route_fraction,mean_episode_length,mean_feasible_proposal_rate,mean_feasible_side_route_coverage,mean_final_distance_to_goal,mean_invalid_action_fraction,mean_invalid_route_fraction,mean_left_route_fraction,mean_planning_time_per_decision,mean_proposal_time_per_decision,mean_right_route_fraction,mean_rollout_scoring_time_per_decision,mean_route_entropy,mean_total_planning_time_per_episode,mean_total_wall_clock_time_per_episode,mean_wall_clock_time_per_decision,model,success_rate,timeout_rate,variant
32,0.0,18,0.0,7.510543819620722,0.0,0.33803178169238257,44.44444444444444,0.9401523288789537,0.0,0.09034569644265705,0.0,0.05984767112104621,0.20927495551120112,0.1883171611333147,0.09916253240122945,0.3928455916753702,0.08903251193676942,0.18940602539657808,8.372732275628046,8.40805431493532,0.18911270528076596,transformer_aif,1.0,0.0,gated_hybrid
64,0.0,18,0.0,7.913847155855134,0.0,0.35811529450543894,46.111111111111114,0.9333638776410458,0.0,0.14273221749398443,0.0,0.06663612235895436,0.26124893532529825,0.35974804751167494,0.18312413477866554,0.31399964781030854,0.17649329201550246,0.20229389814828347,16.617712883844636,16.66985114469167,0.36088040830780455,bc_mdn_aif,0.9444444444444444,0.05555555555555555,gated_hybrid
64,0.0,18,0.0,7.011149512755917,0.0,0.2874983942415772,38.388888888888886,0.9620466812141424,0.0,0.08844095882442263,0.0,0.03795331878585777,0.3344736148112799,0.3623468765219297,0.18370294841008963,0.3400746721612851,0.1785134811557253,0.1942733089548457,13.93494571780967,13.979457122981936,0.3635062252781758,cvae_aif,1.0,0.0,gated_hybrid
64,0.0,18,0.05555555555555555,8.34319571772891,0.0,0.11271904662761921,44.27777777777778,0.9924482228353297,0.0,0.12468104478385714,0.0,0.007551777164670216,0.36023553341246095,0.393041310487668,0.21219291409153815,0.5194936427952497,0.18071289604851043,0.06114463108494109,17.414279258331387,17.46787033716747,0.39425129606198833,diffusion_policy_aif,0.9444444444444444,0.0,gated_hybrid
64,0.0,18,0.0,7.2813823743462835,0.0,0.31879272265904957,41.72222222222222,0.9381684039485874,0.0,0.09350741240713331,0.0,0.061831596051412516,0.21128853685113513,0.36651471392791546,0.18723014640717597,0.4080871444384027,0.17915215190706554,0.2168796840752506,15.320542157556499,15.370133634294486,0.36770385155471164,flow_matching_aif,1.0,0.0,gated_hybrid
64,0.0,18,0.0,7.549737116138663,0.0012077294685990338,0.3476846972797595,41.333333333333336,0.940200063826308,0.0012077294685990338,0.1386260013613436,0.0,0.059799936173692024,0.22451554579778155,0.3717977254760435,0.19268616435644592,0.367999820748767,0.17897548767968938,0.1813093946439589,15.38497549673452,15.434314665300512,0.37299429312939897,transformer_aif,0.9444444444444444,0.05555555555555555,gated_hybrid
8,0.05555555555555555,18,0.05555555555555555,11.990245568094757,0.0014619883040935672,0.4114181460637178,55.333333333333336,0.9376275772596533,0.0014619883040935672,0.4577782323790921,0.0,0.062372422740346725,0.22320189955235373,0.0456562752728431,0.023444169552880232,0.30300753164358174,0.022104624571588675,0.18178927375791532,2.528898451399679,2.5602810066969446,0.046223635389269824,bc_mdn_aif,0.6666666666666666,0.2222222222222222,gated_hybrid
8,0.0,18,0.1111111111111111,10.571541519377638,0.0,0.24898792756809307,52.388888888888886,0.9589735986727512,0.0,0.37766602883736294,0.0,0.0410264013272488,0.17347184958478817,0.04549414818057678,0.02300520362924471,0.5365138215198699,0.022382046831675655,0.1344703614030126,2.3846922257410674,2.414337986666295,0.04606105609502246,cvae_aif,0.7777777777777778,0.1111111111111111,gated_hybrid
8,0.0,18,0.0,7.770871676999507,0.0,0.15054231683806954,50.666666666666664,0.998672683149107,0.0,0.10699417069554329,0.0,0.001327316850893091,0.3045151003324875,0.06489203754001055,0.04231875463283091,0.5436152659785498,0.022464529736308626,0.05064889849963208,3.2941275690617555,3.3231299230796543,0.06546486985991457,diffusion_policy_aif,1.0,0.0,gated_hybrid
8,0.0,18,0.1111111111111111,10.425860161755152,0.0,0.34299985703328256,57.0,0.940087120861101,0.0,0.3343134940498405,0.0,0.05991287913889904,0.22428915980946895,0.0482320094687258,0.025708364006995256,0.3727981040183495,0.022415451614707094,0.16858636475676575,2.7570218917454543,2.789498603275408,0.048802773485536605,flow_matching_aif,0.8333333333333334,0.05555555555555555,gated_hybrid
