K,collision_rate,episodes,fall_out_rate,mean_best_of_K_G_total,mean_both_side_routes_covered,mean_center_route_fraction,mean_episode_length,mean_feasible_proposal_rate,mean_feasible_side_route_coverage,mean_final_distance_to_goal,mean_invalid_action_fraction,mean_invalid_route_fraction,mean_left_route_fraction,mean_planning_time_per_decision,mean_proposal_time_per_decision,mean_right_route_fraction,mean_rollout_scoring_time_per_decision,mean_route_entropy,mean_total_planning_time_per_episode,mean_total_wall_clock_time_per_episode,mean_wall_clock_time_per_decision,model,success_rate,timeout_rate,variant
128,0.05555555555555555,18,0.0,12.661391850243188,0.0,0.031061921296296296,78.33333333333333,0.9843158160298047,0.0,0.3906395828558339,0.0,0.015684183970195317,0.9287072126347429,0.7157712939315191,0.3581373871503992,0.024546682098765434,0.3567547660301362,0.008769120634705934,56.09331465301349,56.25121737191674,0.7177872768667941,cem_aif,0.2777777777777778,0.6666666666666666,aif_cem
128,0.0,18,0.0,6.258387097700319,0.004830917874396135,0.044331088272734076,35.05555555555556,0.978479705188299,0.004830917874396135,0.09069171879026625,0.0,0.02152029481170102,0.8582570236725015,0.7090364224205165,0.3594913961034766,0.0758915932430635,0.34938599755404615,0.048903455278870224,25.008197838776848,25.079296233090442,0.711060034629633,bc_mdn_aif,1.0,0.0,gated_hybrid
128,0.0,18,0.0,6.249472156316701,0.006038647342995169,0.04258221094548778,33.27777777777778,0.9657647805613677,0.006038647342995169,0.08425674380527602,0.0,0.03423521943863227,0.840405924084479,0.7094228355469907,0.35951128523850434,0.08277664553140096,0.3497473810510444,0.08468177149262687,23.804748147195724,23.875182714222724,0.7115304291220819,cvae_aif,1.0,0.0,gated_hybrid
128,0.0,18,0.05555555555555555,7.838440827891237,0.004013301226923518,0.01877764289541089,41.833333333333336,0.9837272228241898,0.004013301226923518,0.186154925574859,0.0,0.016272777175810264,0.8830617952788038,0.7545737959149365,0.4008925712164706,0.08188778464997504,0.35351842552346313,0.03271206018358284,31.681645163247595,31.775078891605112,0.7568020376449198,diffusion_policy_aif,0.8888888888888888,0.05555555555555555,gated_hybrid
128,0.0,18,0.05555555555555555,6.990294172781457,0.006099669463513858,0.05409799314887854,35.611111111111114,0.953088983308967,0.006099669463513858,0.10521940224700504,0.0,0.04691101669103313,0.8016752632579145,0.7139274771596249,0.3632406067722357,0.09731572690217391,0.3505269577115395,0.08571801287073044,25.61855081327182,25.697185739784295,0.7161303837042676,flow_matching_aif,0.9444444444444444,0.0,gated_hybrid
128,0.0,18,0.0,6.083537118368636,0.0035225442834138487,0.06431445408492767,33.388888888888886,0.9707407493839918,0.0035225442834138487,0.09458835547169049,0.0,0.02925925061600821,0.818501860164201,0.7213966776840768,0.3714503629989771,0.08792443513486312,0.3497793266962572,0.07341384948444049,24.2773388946209,24.35005013053241,0.723570239335317,transformer_aif,1.0,0.0,gated_hybrid
128,0.0,18,0.0,6.219808216150556,0.0,0.04455350793310458,33.388888888888886,0.9817220999654198,0.0,0.08955332595441076,0.0,0.018277900034580286,0.8659299886888658,0.34956111208592683,0.0007767323154809159,0.07123860334344936,0.34866288768556614,0.023567530465003855,11.820050309266662,11.885125525741993,0.3515026800570478,bc_mdn_aif,1.0,0.0,generator_aif_score
128,0.0,18,0.0,6.18126569406634,0.0012077294685990338,0.0673090127263117,33.611111111111114,0.9747622042631845,0.0012077294685990338,0.0850237293375863,0.0,0.02523779573681559,0.8121198533854697,0.3486990856937384,0.00040374075558918744,0.09533333815140302,0.3481736121213558,0.06387933915736184,11.912293709158096,11.977000299660075,0.35061722985094246,cvae_aif,1.0,0.0,generator_aif_score
128,0.05555555555555555,18,0.05555555555555555,7.9109346228577255,0.006060606060606061,0.031083640674731104,41.44444444444444,0.9580326910230365,0.006060606060606061,0.17043085313505596,0.0,0.04196730897696344,0.8606217144897196,0.4015889601184171,0.05008021590972028,0.06632733585858586,0.35138230342094817,0.04587393215530378,16.702148590272472,16.786207296791773,0.40362279204811524,diffusion_policy_aif,0.8888888888888888,0.0,generator_aif_score
128,0.0,18,0.0,6.160378336645713,0.0024154589371980675,0.050754515067113676,33.55555555555556,0.955342096941984,0.0024154589371980675,0.08968962811761433,0.0,0.04465790305801595,0.8093668410083246,0.35494442800457926,0.0038587547677168613,0.0952207408665459,0.3509293813208372,0.07366235904039559,12.083458804227929,12.150854898228621,0.3569400133363102,flow_matching_aif,1.0,0.0,generator_aif_score
128,0.0,18,0.0,6.096804593150751,0.0,0.06384114865273278,33.0,0.9659712560938369,0.0,0.09502247348427773,0.0,0.0340287439061629,0.8109366500439364,0.3651255737094315,0.014005877432419794,0.09119345739716778,0.350966467079734,0.06244737657319218,12.208343371732756,12.278328221682589,0.36723967108802774,transformer_aif,1.0,0.0,generator_aif_score
1,0.05555555555555555,18,0.6666666666666666,26.80761223207795,0.0,0.043515435942481036,64.16666666666667,0.883795585372733,0.0,0.6195212850968043,0.0,0.11620441462726704,0.7453782235881874,0.003346899688248596,0.0004884010414557938,0.09490192584206453,0.0027844253286728143,0.0,0.21594974228840633,0.24417359205027525,0.0037891194711300127,bc_mdn_aif,0.05555555555555555,0.2222222222222222,pure_generator_only
1,0.2222222222222222,18,0.3333333333333333,23.785913355345734,0.0,0.04166137357542838,60.27777777777778,0.9044363492433413,0.0,0.5524893485837512,0.0,0.09556365075665879,0.8627749756679128,0.0030332518217239934,0.0002123019144510959,0.0,0.0027484432550330326,0.0,0.18463328018616368,0.2108381599278396,0.003471159407243948,cvae_aif,0.16666666666666666,0.2777777777777778,pure_generator_only
1,0.16666666666666666,18,0.05555555555555555,13.922818825874236,0.0,0.03434495101161768,77.72222222222223,0.9800775558516907,0.0,0.42493539758854443,0.0,0.01992244414830936,0.9053255310996658,0.017090420149645815,0.014142262982291562,0.04040707374040707,0.0028730549918447156,0.0,1.3285407560243685,1.3634245095599908,0.0175398028759795,diffusion_policy_aif,0.2777777777777778,0.5,pure_generator_only
1,0.2777777777777778,18,0.2777777777777778,27.083402766426936,0.0,0.03028245018294769,52.27777777777778,0.8822187953575813,0.0,0.5068213625086678,0.0,0.11778120464241876,0.7092503237773299,0.005705398981274315,0.0028451291011744964,0.1426860213973037,0.002786627124162514,0.0,0.2995202680920354,0.3229040091488666,0.006155431559559681,flow_matching_aif,0.2222222222222222,0.2222222222222222,pure_generator_only
1,0.16666666666666666,18,0.4444444444444444,24.61901055057667,0.0,0.018702065381772947,53.94444444444444,0.8964111181686609,0.0,0.47590016739235985,0.0,0.10358888183133895,0.8469550845329198,0.009199796838343498,0.006316116621693332,0.030753968253968256,0.002785849428883067,0.0,0.49817087812051697,0.5223277850568088,0.009651027547051624,transformer_aif,0.2777777777777778,0.1111111111111111,pure_generator_only
